canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,target_name,target_organism
COc1cc(OC)cc(C(=O)N[C@@H]2C(Cn3cnc4c(N)ncnc43)OC(CNC(=O)CC3CCCCC3)[C@@H]2O)c1,CHEMBL65928,IC50,nM,100000.0,CHEMBL4137,IC50,uM,100.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cccc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4ccc(OC)c5ccccc45)ncnc32)c1,CHEMBL62124,IC50,nM,6000.0,CHEMBL4137,IC50,uM,6.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cccc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)c1,CHEMBL464924,IC50,nM,6000.0,CHEMBL4137,IC50,uM,6.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
O=C(N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NCc3cccc4ccccc34)ncnc21)c1cc(O)cc(O)c1,CHEMBL303730,IC50,nM,5000.0,CHEMBL4137,IC50,uM,5.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
CN(C)c1cccc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)c1,CHEMBL66479,IC50,nM,25000.0,CHEMBL4137,IC50,uM,25.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cc(OC)cc(C(=O)N[C@@H]2C(Cn3cnc4c(NC(c5ccccc5)c5ccccc5)ncnc43)OC(CO)[C@@H]2O)c1,CHEMBL66196,IC50,nM,55000.0,CHEMBL4137,IC50,uM,55.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)ccc1O,CHEMBL303129,IC50,nM,10000.0,CHEMBL4137,IC50,uM,10.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
O=C(N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NCc3cccc4ccccc34)ncnc21)c1ccc(O)c(O)c1,CHEMBL305307,IC50,nM,18000.0,CHEMBL4137,IC50,uM,18.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
O=C(N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NCc3cccc4ccccc34)ncnc21)c1cccc(O)c1,CHEMBL63636,IC50,nM,25000.0,CHEMBL4137,IC50,uM,25.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
O=C(N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NCc3cccc4ccccc34)ncnc21)c1ccc(Cl)cc1,CHEMBL65247,IC50,nM,100000.0,CHEMBL4137,IC50,uM,100.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
Nc1ncnc2c1ncn2C1O[C@H](CNC(=O)C(c2ccccc2)c2ccccc2)[C@@H](O)[C@H]1O,CHEMBL609489,IC50,nM,250000.0,CHEMBL4137,IC50,uM,250.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
O=C(N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NCc3cccc4ccccc34)ncnc21)c1ccc(O)cc1,CHEMBL416681,IC50,nM,80000.0,CHEMBL4137,IC50,uM,80.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cc(OC)cc(C(=O)N[C@@H]2C(Cn3cnc4c(Nc5ccc6ccccc6c5)ncnc43)OC(CO)[C@@H]2O)c1,CHEMBL63809,IC50,nM,60000.0,CHEMBL4137,IC50,uM,60.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cc(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2NC(=O)c2cc(Cl)cc(Cl)c2)c2ccccc2c1,CHEMBL64311,IC50,nM,25000.0,CHEMBL4137,IC50,uM,25.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cc(OC)cc(C(=O)N[C@@H]2C(Cn3cnc4c(NCc5cccc(C)c5)ncnc43)OC(CO)[C@@H]2O)c1,CHEMBL66305,IC50,nM,25000.0,CHEMBL4137,IC50,uM,25.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
CC(=O)Oc1cccc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)c1,CHEMBL68405,IC50,nM,50000.0,CHEMBL4137,IC50,uM,50.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cc(OC)cc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cc(OC)cc5ccccc45)ncnc32)c1,CHEMBL303342,IC50,nM,2000.0,CHEMBL4137,IC50,uM,2.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1ccc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)cc1OC,CHEMBL303595,IC50,nM,4000.0,CHEMBL4137,IC50,uM,4.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
Nc1ncnc2c1ncn2C1O[C@H](CNC(=O)CC2CCCCC2)[C@@H](O)[C@H]1O,CHEMBL608890,IC50,nM,250000.0,CHEMBL4137,IC50,uM,250.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cccc(C(=O)N[C@@H]2C(Cn3cnc4c(NCc5ccc6ccccc6c5)ncnc43)OC(CO)[C@@H]2O)c1,CHEMBL291418,IC50,nM,2000.0,CHEMBL4137,IC50,uM,2.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1ccc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)cc1OC(C)=O,CHEMBL411945,IC50,nM,78000.0,CHEMBL4137,IC50,uM,78.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cc(OC)cc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cc(O)cc5ccccc45)ncnc32)c1,CHEMBL303751,IC50,nM,2000.0,CHEMBL4137,IC50,uM,2.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
O=C(N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NCc3cc(O)cc4ccccc34)ncnc21)c1cc(Cl)cc(Cl)c1,CHEMBL291088,IC50,nM,25000.0,CHEMBL4137,IC50,uM,25.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cc(OC)cc(C(=O)N[C@@H]2C(Cn3cnc4c(NCc5ccccc5)ncnc43)OC(CO)[C@@H]2O)c1,CHEMBL65303,IC50,nM,20000.0,CHEMBL4137,IC50,uM,20.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cccc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cc(O)cc5ccccc45)ncnc32)c1,CHEMBL431169,IC50,nM,6000.0,CHEMBL4137,IC50,uM,6.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cc(OC)cc(C(=O)N[C@@H]2C(Cn3cnc4c(NCc5ccccc5Sc5ccccc5CO)ncnc43)OC(CO)[C@@H]2O)c1,CHEMBL63304,IC50,nM,75000.0,CHEMBL4137,IC50,uM,75.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
CC(=O)Oc1ccc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)cc1,CHEMBL65272,IC50,nM,100000.0,CHEMBL4137,IC50,uM,100.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cc(OC)cc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)c1,CHEMBL303934,IC50,nM,2000.0,CHEMBL4137,IC50,uM,2.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
O=C(N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NCc3cc(O)cc4ccccc34)ncnc21)c1cccc(Cl)c1,CHEMBL303752,IC50,nM,4000.0,CHEMBL4137,IC50,uM,4.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
O=C(N[C@@H]1C(Cn2cnc3c(NCc4ccc5ccccc5c4)ncnc32)OC(CO)[C@@H]1O)c1cc(Cl)cc(Cl)c1,CHEMBL65460,IC50,nM,25000.0,CHEMBL4137,IC50,uM,25.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
O=C(N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NCc3cccc4ccccc34)ncnc21)c1cc(Cl)cc(Cl)c1,CHEMBL294813,IC50,nM,12000.0,CHEMBL4137,IC50,uM,12.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
CC(=O)Oc1cc(OC(C)=O)cc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)c1,CHEMBL63403,IC50,nM,10000.0,CHEMBL4137,IC50,uM,10.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cccc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cc(OC)cc5ccccc45)ncnc32)c1,CHEMBL63569,IC50,nM,3000.0,CHEMBL4137,IC50,uM,3.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cc(OC)cc(C(=O)N[C@@H]2C(Cn3cnc4c(NCc5ccc6ccccc6c5)ncnc43)OC(CO)[C@@H]2O)c1,CHEMBL63338,IC50,nM,2000.0,CHEMBL4137,IC50,uM,2.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
O=C(N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NCc3cccc4ccccc34)ncnc21)c1cccc(Cl)c1,CHEMBL291421,IC50,nM,6000.0,CHEMBL4137,IC50,uM,6.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1ccc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)cc1O,CHEMBL292294,IC50,nM,37000.0,CHEMBL4137,IC50,uM,37.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
COc1cc(OC)cc(C(=O)N[C@@H]2C(Cn3cnc4c(NCc5ccccc5C)ncnc43)OC(CO)[C@@H]2O)c1,CHEMBL65568,IC50,nM,25000.0,CHEMBL4137,IC50,uM,25.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CHEMBL43452,IC50,nM,2900.0,CHEMBL4137,IC50,nM,2900.0,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic",Leishmania mexicana
CC(C)C[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)N1NC[C@@H]2[C@H]1C(=O)CN2C(=O)c1ccccc1,CHEMBL607122,Ki,nM,49.5,CHEMBL3821,Ki,nM,49.5,Cysteine proteinase B,Leishmania mexicana
CC(C)C[C@H](NC(=O)c1ccc(N(C)C)cc1)C(=O)N1CC[C@@H]2[C@H]1C(=O)CN2C(=O)c1ccccc1,CHEMBL607123,Ki,nM,1170.0,CHEMBL3821,Ki,nM,1170.0,Cysteine proteinase B,Leishmania mexicana
CC(C)C[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)N1CC[C@@H]2[C@H]1C(=O)CN2C(=O)c1ccccc1,CHEMBL607169,Ki,nM,691.0,CHEMBL3821,Ki,nM,691.0,Cysteine proteinase B,Leishmania mexicana
CC(C)C[C@H](NC(=O)c1ccc(N(C)C)cc1)C(=O)N1OC[C@@H]2[C@H]1C(=O)CN2C(=O)c1ccccc1,CHEMBL607170,Ki,nM,1000.0,CHEMBL3821,Ki,nM,1000.0,Cysteine proteinase B,Leishmania mexicana
COc1ccc([Se]c2cc(-c3ccc(O)cc3)nc3ccc(OC)cc23)cc1,CHEMBL4640351,IC50,nM,3600.0,CHEMBL3821,IC50,uM,3.6,Cysteine proteinase B,Leishmania mexicana
COc1ccc2nc(-c3c(C)cccc3C)cc([Se]c3ccccc3)c2c1,CHEMBL4636701,IC50,nM,12900.0,CHEMBL3821,IC50,uM,12.9,Cysteine proteinase B,Leishmania mexicana
CCOC(=O)c1cc([Se]c2ccccc2)c2ccccc2n1,CHEMBL4635812,IC50,nM,54000.0,CHEMBL3821,IC50,uM,54.0,Cysteine proteinase B,Leishmania mexicana
COc1ccc([Se]c2cc(-c3ccc(O)cc3)nc3ccc(OC)cc23)cc1,CHEMBL4640351,Ki,nM,21700.0,CHEMBL3821,Ki,uM,21.7,Cysteine proteinase B,Leishmania mexicana
OC[C@H]1O[C@H](CNC2CCCC2)[C@@H](O)[C@@H]1O,CHEMBL454998,IC50,nM,4100000.0,CHEMBL5149,IC50,mM,4.1,Pyruvate kinase,Leishmania mexicana
OC[C@H]1O[C@H](CN[C@H]2C[C@@H]3CC[C@@H]2C3)[C@@H](O)[C@@H]1O,CHEMBL479181,IC50,nM,1500000.0,CHEMBL5149,IC50,mM,1.5,Pyruvate kinase,Leishmania mexicana
CC(C)[C@H](C)NC[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL478296,IC50,nM,2300000.0,CHEMBL5149,IC50,mM,2.3,Pyruvate kinase,Leishmania mexicana
OC[C@H]1O[C@H](CNC2CCCCCC2)[C@@H](O)[C@@H]1O,CHEMBL478201,IC50,nM,71000.0,CHEMBL5149,IC50,mM,0.071,Pyruvate kinase,Leishmania mexicana
C[C@@H](NC[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)c1ccc2ccccc2c1,CHEMBL477108,IC50,nM,1500000.0,CHEMBL5149,IC50,mM,1.5,Pyruvate kinase,Leishmania mexicana
C[C@H](NC[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)c1ccc2ccccc2c1,CHEMBL477085,IC50,nM,1500000.0,CHEMBL5149,IC50,mM,1.5,Pyruvate kinase,Leishmania mexicana
COc1ccc([C@@H](C)NC[C@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1,CHEMBL478291,IC50,nM,900000.0,CHEMBL5149,IC50,mM,0.9,Pyruvate kinase,Leishmania mexicana
COc1ccc([C@H](C)NC[C@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1,CHEMBL445199,IC50,nM,3500000.0,CHEMBL5149,IC50,mM,3.5,Pyruvate kinase,Leishmania mexicana
OC[C@H]1O[C@H](CNC2CCC2)[C@@H](O)[C@@H]1O,CHEMBL472122,IC50,nM,4300000.0,CHEMBL5149,IC50,mM,4.3,Pyruvate kinase,Leishmania mexicana
OC[C@H]1O[C@H](CNC2CCCc3ccccc32)[C@@H](O)[C@@H]1O,CHEMBL479163,IC50,nM,1200000.0,CHEMBL5149,IC50,mM,1.2,Pyruvate kinase,Leishmania mexicana
CCCC(C)NC[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL478156,IC50,nM,2500000.0,CHEMBL5149,IC50,mM,2.5,Pyruvate kinase,Leishmania mexicana
O=C(Nc1cccc([N+](=O)[O-])c1)[C@H]1O[C@H](CNC2CCCCCC2)[C@@H](O)[C@@H]1O,CHEMBL479209,IC50,nM,53000.0,CHEMBL5149,IC50,uM,53.0,Pyruvate kinase,Leishmania mexicana
O=C(NC1CCCCCC1)[C@H]1O[C@H](CNC2CCCCCC2)[C@@H](O)[C@@H]1O,CHEMBL477290,IC50,nM,26000.0,CHEMBL5149,IC50,uM,26.0,Pyruvate kinase,Leishmania mexicana
O=C(O)c1ccc(SC2=NS(=O)(=O)c3ccccc32)cc1,CHEMBL5171047,IC50,nM,2900.0,CHEMBL5149,IC50,uM,2.9,Pyruvate kinase,Leishmania mexicana
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,CHEMBL265502,Ki,nM,116000.0,CHEMBL5149,Ki,uM,116.0,Pyruvate kinase,Leishmania mexicana
CCOc1ccc(Nc2c3ccccc3nc3ccccc23)cc1.Cl,CHEMBL601041,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
CCCCCCn1c(=N)n(CC(O)COc2cccc(C)c2)c2ccccc21.Cl,CHEMBL590933,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
CN(C)CCCNc1c2ccccc2nc2ccccc12,CHEMBL124006,IC50,nM,2248.0,CHEMBL3431938,IC50,nM,2248.0,Glucose transporter,Leishmania mexicana
COc1ccc(C2Sc3ccccc3N=C3C2=C(O)c2ccccc23)cc1,CHEMBL601580,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
CCOC(=O)c1cnc2ccc(OC)cc2c1Nc1ccc(N2CCN(C)CC2)cc1,CHEMBL582478,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
Oc1c(CN2CCN(c3ccccc3F)CC2)cc(Br)c2cccnc12,CHEMBL600235,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
CCCOCc1cc(CN2CCN(c3cccc(Cl)c3)CC2)c(O)c2ncccc12,CHEMBL592123,IC50,nM,4825.0,CHEMBL3431938,IC50,nM,4825.0,Glucose transporter,Leishmania mexicana
CC(C)OCc1cc(CN2CCN(c3cccc(Cl)c3)CC2)c(O)c2ncccc12,CHEMBL591183,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
COc1ccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)cc1,CHEMBL598279,IC50,nM,4890.0,CHEMBL3431938,IC50,nM,4890.0,Glucose transporter,Leishmania mexicana
Cc1ccc(Nc2nc(NCCO)c3ccccc3n2)cc1C,CHEMBL602413,IC50,nM,5831.0,CHEMBL3431938,IC50,nM,5831.0,Glucose transporter,Leishmania mexicana
CSc1ccccc1C(=O)Nc1nc(-c2ccccn2)cs1,CHEMBL591637,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
CN1CCN(c2ccc(Nc3c4ccccc4nc4ccccc34)cc2)CC1,CHEMBL106525,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
Cc1cc(Nc2cccc(F)c2)nc(NCc2ccccc2)n1,CHEMBL579105,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
c1ccc2c(NCCc3c[nH]c4ccccc34)c3ccccc3nc2c1,CHEMBL585622,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
CCOc1ccc2nc(C)cc(Nc3ccc(Br)cc3)c2c1,CHEMBL601122,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
CN(C)CCNc1cc(-c2ccccc2)nc2ccccc12,CHEMBL49055,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
COc1ccc(Nc2cc(C)nc(NCc3ccccc3)n2)cc1,CHEMBL578294,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
c1ccc2cc3c(Nc4ccc(N5CCOCC5)cc4)ccnc3cc2c1,CHEMBL582666,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
OC1=C2C(=Nc3ccccc3SC2c2ccc(Br)cc2)c2ccccc21,CHEMBL601378,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
COc1ccc(-c2nc3cc(Cc4ccc5[nH]c(-c6ccc(OC)cc6)nc5c4)ccc3[nH]2)cc1,CHEMBL596852,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
COc1ccc(C(=O)C(CCC(CNC(C)(C)C)C(=O)c2ccc(OC)cc2)CNC(C)(C)C)cc1,CHEMBL584015,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
CCCCc1c(CCC)c(=N)c2ccccc2n1C.I,CHEMBL609628,IC50,nM,11682.0,CHEMBL3431938,IC50,nM,11682.0,Glucose transporter,Leishmania mexicana
COc1ccc2nc(C)cc(Nc3ccc(Cl)cc3)c2c1,CHEMBL528533,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
OC(CNC1CCCCC1)Cn1c2ccccc2c2ccccc21,CHEMBL546162,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
Cc1cccc(Nc2nc(N)c3ccccc3n2)c1.Cl,CHEMBL580580,IC50,nM,2248.0,CHEMBL3431938,IC50,nM,2248.0,Glucose transporter,Leishmania mexicana
COc1ccc(C2NCCc3c2[nH]c2ccccc32)cc1CN1CCN(c2ccc(F)cc2)CC1.Cl,CHEMBL580516,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
Cc1cc(C)c2nc(N3CCC(C(=O)NCCCN4CCC(N5CCCCC5)CC4)CC3)sc2c1,CHEMBL588501,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
Cl.Clc1cc(Br)ccc1-c1ccc(CNCC2CCNCC2)o1,CHEMBL582767,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
Cc1cc(N(C)C)nc(Nc2ccc(NC(=O)Nc3ccccc3)cc2)n1,CHEMBL582547,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
Cc1cc(N2CCCC2)nc(Nc2ccc(NC(=O)CCc3ccccc3)cc2)n1,CHEMBL2028050,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
Cc1ccc(-c2cc3c(SCC(=O)Nc4cc(C(F)(F)F)ccc4Cl)nccn3n2)cc1,CHEMBL2028053,IC50,nM,11682.0,CHEMBL3431938,IC50,nM,11682.0,Glucose transporter,Leishmania mexicana
CC(C)(C)CC(C)(C)NCC(O)COc1ccc(Cl)cc1Cl,CHEMBL2028063,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
CCCCOC(=O)c1ccc(Nc2cc(C)nc3ccc(OC)cc23)cc1,CHEMBL548374,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Cl)ccc1O,CHEMBL589733,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
Oc1c(C(Nc2ccccn2)c2cccc(Oc3ccccc3)c2)ccc2cccnc12,CHEMBL586033,IC50,nM,11682.0,CHEMBL3431938,IC50,nM,11682.0,Glucose transporter,Leishmania mexicana
CC1CC2=C(CC1CNCCCN(C)C)C(C)(C)CCC2,CHEMBL602580,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
O=C(Nc1nc(-c2ccccn2)cs1)c1ccccc1Br,CHEMBL591362,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,CHEMBL592105,IC50,nM,44.0,CHEMBL3431938,IC50,nM,44.0,Glucose transporter,Leishmania mexicana
O=C(Nc1ccc(F)c(Cl)c1)Nc1ccc(Cl)c(Cl)c1,CHEMBL591393,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
CCN(CC)CCCNc1nc(-c2ccc(Cl)cc2)nc2ccccc12,CHEMBL602312,IC50,nM,11682.0,CHEMBL3431938,IC50,nM,11682.0,Glucose transporter,Leishmania mexicana
COc1cccc(C(=O)NC(c2ccc(C)cc2)c2cc(Cl)c3cccnc3c2O)c1,CHEMBL590683,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
Cc1nc2ccccc2c(O)c1CC=C(Cl)Cl,CHEMBL527541,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
O=C(NC(c1ccccc1)c1ccc2cccnc2c1O)c1ccccc1,CHEMBL533917,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
COc1ccc(C2c3ccc4ccccc4c3Oc3ncn(CCCN(C)C)c(=N)c32)cc1,CHEMBL1437888,IC50,nM,6745.0,CHEMBL3431938,IC50,nM,6745.0,Glucose transporter,Leishmania mexicana
Cc1ccc(-n2nc3ccc(NC(=O)c4ccc([N+](=O)[O-])o4)cc3n2)cc1C,CHEMBL547448,IC50,nM,8832.0,CHEMBL3431938,IC50,nM,8832.0,Glucose transporter,Leishmania mexicana
Cc1ccc(-c2nc3cc(NC(=O)c4ccc([N+](=O)[O-])o4)ccc3o2)cc1Cl,CHEMBL536115,IC50,nM,647.0,CHEMBL3431938,IC50,nM,647.0,Glucose transporter,Leishmania mexicana
Cc1ccc(Nc2cc(C)nn2-c2nc(C)cc(O)n2)cc1,CHEMBL586135,IC50,nM,13489.0,CHEMBL3431938,IC50,nM,13489.0,Glucose transporter,Leishmania mexicana
N=C(Nc1nc(-c2ccccn2)cc2ccccc12)c1cccc(Cl)c1,CHEMBL339050,IC50,nM,2693.0,CHEMBL3431938,IC50,nM,2693.0,Glucose transporter,Leishmania mexicana
O=C(Nc1ccc2oc(-c3ccc(Cl)cc3Cl)nc2c1)c1ccc([N+](=O)[O-])o1,CHEMBL533283,IC50,nM,2187.0,CHEMBL3431938,IC50,nM,2187.0,Glucose transporter,Leishmania mexicana
