assay_type,canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,target_name,target_organism
B,O=P(O)(O)C(Cc1cccc(-c2ccccc2)c1)S(=O)(=O)O,CHEMBL199653,IC50,nM,841700.0,CHEMBL4386,IC50,uM,841.7,Vacuolar-type proton translocating pyrophosphatase 1,Trypanosoma brucei
B,OC[C@H]1O[C@H](CNCc2ccc(Cl)c(Cl)c2)[C@@H](O)[C@@H]1O,CHEMBL518269,IC50,nM,410000.0,CHEMBL5686,IC50,mM,0.41,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(NCc1ccc(Cl)c(Cl)c1)[C@H]1O[C@H](CNC2CCCCCC2)[C@@H](O)[C@@H]1O,CHEMBL518599,IC50,nM,49000.0,CHEMBL5686,IC50,uM,49.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(NC1CCCCCC1)[C@H]1O[C@H](CNCc2ccc(Cl)c(Cl)c2)[C@@H](O)[C@@H]1O,CHEMBL479202,IC50,nM,80000.0,CHEMBL5686,IC50,uM,80.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(NCc1ccc(Cl)c(Cl)c1)[C@H]1O[C@H](CNCc2ccc(Cl)c(Cl)c2)[C@@H](O)[C@@H]1O,CHEMBL479201,IC50,nM,23000.0,CHEMBL5686,IC50,uM,23.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,C=CCNC(=O)[C@H]1O[C@H](CNCc2ccc(Cl)c(Cl)c2)[C@@H](O)[C@@H]1O,CHEMBL477106,IC50,nM,50000.0,CHEMBL5686,IC50,uM,50.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,CC1(C)C(=O)CC[C@]2(C)C3Cc4cc5ccccc5n4[C@]3(C)CC[C@@H]12,CHEMBL1082691,Ki,nM,10000.0,CHEMBL5686,Ki,uM,10.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,CC1(C)C(=O)CC[C@]2(C)C3Cc4cc5ccccc5n4[C@]3(C)CC[C@@H]12,CHEMBL1082691,IC50,nM,20000.0,CHEMBL5686,IC50,uM,20.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3Cc4cc5ccccc5n4[C@]3(C)CC[C@H]2C1(C)C,CHEMBL1083629,IC50,nM,170000.0,CHEMBL5686,IC50,uM,170.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,CC1(C)[C@H](O)CC[C@]2(C)[C@@H]3C[C@@H]4Nc5ccccc5[C@@H]4[C@]3(C)CC[C@@H]12,CHEMBL1086376,IC50,nM,30000.0,CHEMBL5686,IC50,uM,30.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,CC1(C)C(=O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@H]2Cc2cc3ccccc3n21,CHEMBL1083627,Ki,nM,9000.0,CHEMBL5686,Ki,uM,9.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(F)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,CHEMBL3108870,Ki,nM,240.0,CHEMBL5686,Ki,nM,240.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(F)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,CHEMBL3108870,Ki,nM,52.0,CHEMBL5686,Ki,nM,52.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,CHEMBL265502,IC50,nM,3000.0,CHEMBL5686,IC50,uM,3.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(F)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,CHEMBL3108870,IC50,nM,15.0,CHEMBL5686,IC50,uM,0.015,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,CHEMBL3108869,IC50,nM,112.0,CHEMBL5686,IC50,uM,0.112,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(F)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,CHEMBL3108868,IC50,nM,24.0,CHEMBL5686,IC50,uM,0.024,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,CHEMBL3108867,IC50,nM,79.0,CHEMBL5686,IC50,uM,0.079,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,CN(C)c1cccc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)c1,CHEMBL3108866,IC50,nM,5800.0,CHEMBL5686,IC50,uM,5.8,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2cccc(O)c2)cc1,CHEMBL3108865,IC50,nM,1460.0,CHEMBL5686,IC50,uM,1.46,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2cncnc2)cc1,CHEMBL3108864,IC50,nM,820.0,CHEMBL5686,IC50,uM,0.82,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)cc1,CHEMBL3108863,IC50,nM,160.0,CHEMBL5686,IC50,uM,0.16,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2cccc(C(=O)O)c2)cc1,CHEMBL3108861,IC50,nM,260.0,CHEMBL5686,IC50,uM,0.26,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)n(C)n1,CHEMBL3108860,IC50,nM,2310.0,CHEMBL5686,IC50,uM,2.31,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2cc[nH]n2)cc1,CHEMBL3108859,IC50,nM,520.0,CHEMBL5686,IC50,uM,0.52,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2ccon2)cc1,CHEMBL3108858,IC50,nM,370.0,CHEMBL5686,IC50,uM,0.37,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,CHEMBL3108857,IC50,nM,16300.0,CHEMBL5686,IC50,uM,16.3,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)O)cc1,CHEMBL3108856,IC50,nM,650.0,CHEMBL5686,IC50,uM,0.65,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)C(C)(C)c3ccc(Cl)c(Cl)c3)cc2)no1,CHEMBL3108855,IC50,nM,36600.0,CHEMBL5686,IC50,uM,36.6,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)CCc3ccc(Cl)c(Cl)c3)cc2)no1,CHEMBL3108854,IC50,nM,5170.0,CHEMBL5686,IC50,uM,5.17,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2)no1,CHEMBL3108853,IC50,nM,14600.0,CHEMBL5686,IC50,uM,14.6,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc4ccccc4c3)cc2)no1,CHEMBL3108852,IC50,nM,6510.0,CHEMBL5686,IC50,uM,6.51,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(C)c(C)c3)cc2)no1,CHEMBL3108850,IC50,nM,18300.0,CHEMBL5686,IC50,uM,18.3,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(C)c(F)c3)cc2)no1,CHEMBL3108849,IC50,nM,5800.0,CHEMBL5686,IC50,uM,5.8,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(F)c(Cl)c3)cc2)no1,CHEMBL3108848,IC50,nM,730.0,CHEMBL5686,IC50,uM,0.73,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(F)c3)cc2)no1,CHEMBL3108847,IC50,nM,700.0,CHEMBL5686,IC50,uM,0.7,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(C(F)(F)F)c3)cc2)no1,CHEMBL3108846,IC50,nM,680.0,CHEMBL5686,IC50,uM,0.68,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)cc3Cl)cc2)no1,CHEMBL3108845,IC50,nM,4610.0,CHEMBL5686,IC50,uM,4.61,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)cc3)cc2)no1,CHEMBL3108844,IC50,nM,1830.0,CHEMBL5686,IC50,uM,1.83,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccc(Cl)c3)cc2)no1,CHEMBL3108843,IC50,nM,7300.0,CHEMBL5686,IC50,uM,7.3,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccccc3)cc2)no1,CHEMBL3108842,IC50,nM,36600.0,CHEMBL5686,IC50,uM,36.6,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)Cc2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)no1,CHEMBL3108841,IC50,nM,2590.0,CHEMBL5686,IC50,uM,2.59,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(N(C)S(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)no1,CHEMBL3108839,IC50,nM,2910.0,CHEMBL5686,IC50,uM,2.91,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NS(=O)(=O)Cc3ccc(Cl)c(Cl)c3)cc2)no1,CHEMBL3108838,IC50,nM,37000.0,CHEMBL5686,IC50,uM,37.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(C(=O)NCc3ccc(Cl)c(Cl)c3)cc2)no1,CHEMBL3108837,IC50,nM,5160.0,CHEMBL5686,IC50,uM,5.16,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NCCc3ccc(Cl)c(Cl)c3)cc2)no1,CHEMBL3108836,IC50,nM,6000.0,CHEMBL5686,IC50,uM,6.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(N(C)C(=O)Cc3ccc(Cl)c(Cl)c3)cc2)no1,CHEMBL3108835,IC50,nM,6510.0,CHEMBL5686,IC50,uM,6.51,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)CCNC(=O)Cc2ccc(Cl)c(Cl)c2)no1,CHEMBL3108833,IC50,nM,32600.0,CHEMBL5686,IC50,uM,32.6,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)C2CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)CC2)no1,CHEMBL3108832,IC50,nM,33000.0,CHEMBL5686,IC50,uM,33.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2cccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)c2)no1,CHEMBL3108831,IC50,nM,16300.0,CHEMBL5686,IC50,uM,16.3,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)no1,CHEMBL1394402,IC50,nM,410.0,CHEMBL5686,IC50,uM,0.41,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,OC[C@H]1O[C@H](CNc2ccc3ccccc3c2)[C@@H](O)[C@@H]1O,CHEMBL3220030,IC50,nM,900000.0,CHEMBL5686,IC50,uM,900.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,OC[C@H]1O[C@H](CNc2ccc(Cl)c(Cl)c2)[C@@H](O)[C@@H]1O,CHEMBL3220031,IC50,nM,410000.0,CHEMBL5686,IC50,uM,410.0,ATP-dependent 6-phosphofructokinase,Trypanosoma brucei
B,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL90593,Ki,nM,1700.0,CHEMBL5672,Ki,uM,1.7,Glucose-6-phosphate 1-dehydrogenase,Trypanosoma brucei
B,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL90593,Ki,nM,1100.0,CHEMBL5672,Ki,uM,1.1,Glucose-6-phosphate 1-dehydrogenase,Trypanosoma brucei
B,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL272195,Ki,nM,490.0,CHEMBL5672,Ki,uM,0.49,Glucose-6-phosphate 1-dehydrogenase,Trypanosoma brucei
B,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL272195,Ki,nM,460.0,CHEMBL5672,Ki,uM,0.46,Glucose-6-phosphate 1-dehydrogenase,Trypanosoma brucei
B,CCC(C)CNc1nc(C#N)nc2c1ncn2C1CCCC1,CHEMBL254227,IC50,nM,14000.0,CHEMBL5832,IC50,uM,14.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,COC(CCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(C#N)nc21)OC,CHEMBL254619,IC50,nM,3400.0,CHEMBL5832,IC50,uM,3.4,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,COCCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(C#N)nc21,CHEMBL254618,IC50,nM,2500.0,CHEMBL5832,IC50,uM,2.5,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,COCOCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(C#N)nc21,CHEMBL400543,IC50,nM,800.0,CHEMBL5832,IC50,uM,0.8,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CCCCCO)c2n1,CHEMBL400542,IC50,nM,930.0,CHEMBL5832,IC50,uM,0.93,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CC(O)CO)c2n1,CHEMBL254617,IC50,nM,1200.0,CHEMBL5832,IC50,uM,1.2,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CCCO)c2n1,CHEMBL254412,IC50,nM,270.0,CHEMBL5832,IC50,uM,0.27,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(Cc3ccccc3)c2n1,CHEMBL400664,IC50,nM,15000.0,CHEMBL5832,IC50,uM,15.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CCCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(C#N)nc21,CHEMBL255038,IC50,nM,4100.0,CHEMBL5832,IC50,uM,4.1,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CCO)c2n1,CHEMBL400663,IC50,nM,1400.0,CHEMBL5832,IC50,uM,1.4,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CCCCn1cnc2c(NCc3ccc(Br)cc3)nc(C#N)nc21,CHEMBL254827,IC50,nM,8400.0,CHEMBL5832,IC50,uM,8.4,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,COc1ccc(Cn2cnc3c(NCc4ccc(Cl)cc4)nc(C#N)nc32)cc1,CHEMBL252121,IC50,nM,23000.0,CHEMBL5832,IC50,uM,23.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccc(Cl)cc2)c2ncn(CCCCO)c2n1,CHEMBL398505,IC50,nM,4800.0,CHEMBL5832,IC50,uM,4.8,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccc(Cl)cc2)c2ncn(CCCO)c2n1,CHEMBL252934,IC50,nM,570.0,CHEMBL5832,IC50,uM,0.57,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccc(F)cc2)c2ncn(Cc3ccccc3)c2n1,CHEMBL251923,IC50,nM,3300.0,CHEMBL5832,IC50,uM,3.3,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CCCCn1cnc2c(NCc3ccc(F)cc3)nc(C#N)nc21,CHEMBL399027,IC50,nM,7100.0,CHEMBL5832,IC50,uM,7.1,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccc(F)cc2)c2ncn(CCCCO)c2n1,CHEMBL252729,IC50,nM,18000.0,CHEMBL5832,IC50,uM,18.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccccc2)c2ncn(Cc3cccc(C(F)(F)F)c3)c2n1,CHEMBL252933,IC50,nM,2800.0,CHEMBL5832,IC50,uM,2.8,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,COc1ccc(Cn2cnc3c(NCc4ccccc4)nc(C#N)nc32)cc1,CHEMBL399026,IC50,nM,11000.0,CHEMBL5832,IC50,uM,11.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccccc2)c2ncn(CC3CCCCO3)c2n1,CHEMBL429121,IC50,nM,11000.0,CHEMBL5832,IC50,uM,11.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccccc2)c2ncn(CCCO)c2n1,CHEMBL400097,IC50,nM,12000.0,CHEMBL5832,IC50,uM,12.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,Cc1ccc(CNc2nc(C#N)nc3c2ncn3CCCO)cc1,CHEMBL255087,IC50,nM,4200.0,CHEMBL5832,IC50,uM,4.2,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,COc1ccc(CNc2nc(C#N)nc3c2ncn3Cc2ccccc2)cc1,CHEMBL255086,IC50,nM,4500.0,CHEMBL5832,IC50,uM,4.5,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CCCCn1cnc2c(NCc3ccc(OC)cc3)nc(C#N)nc21,CHEMBL400095,IC50,nM,6000.0,CHEMBL5832,IC50,uM,6.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CCCCn1cnc2c(NCCc3ccccc3)nc(C#N)nc21,CHEMBL398708,IC50,nM,16000.0,CHEMBL5832,IC50,uM,16.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCCc2ccccc2)c2ncn(Cc3cccnc3)c2n1,CHEMBL253830,IC50,nM,10000.0,CHEMBL5832,IC50,uM,10.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccc(Cl)cc2)c2ncn(C3CCCC3)c2n1,CHEMBL253611,IC50,nM,19000.0,CHEMBL5832,IC50,uM,19.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CCCCn1cnc2c(NCc3ccc(Cl)cc3)nc(C#N)nc21,CHEMBL255080,IC50,nM,10000.0,CHEMBL5832,IC50,uM,10.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NCc2ccccc2)c2ncn(Cc3ccccc3)c2n1,CHEMBL400454,IC50,nM,6000.0,CHEMBL5832,IC50,uM,6.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CCCCn1cnc2c(NCc3ccccc3)nc(C#N)nc21,CHEMBL255079,IC50,nM,14000.0,CHEMBL5832,IC50,uM,14.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,Cc1cccc(CNc2nc(C#N)nc3c2ncn3Cc2ccccc2)c1,CHEMBL400248,IC50,nM,3300.0,CHEMBL5832,IC50,uM,3.3,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CCCCn1cnc2c(NCc3cccc(C)c3)nc(C#N)nc21,CHEMBL252363,IC50,nM,11000.0,CHEMBL5832,IC50,uM,11.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,COc1ccc(CNc2nc(C#N)nc3c2ncn3C2CCCC2)cc1,CHEMBL252362,IC50,nM,7000.0,CHEMBL5832,IC50,uM,7.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NC2CCCCC2)c2ncn(Cc3ccccc3)c2n1,CHEMBL399094,IC50,nM,2300.0,CHEMBL5832,IC50,uM,2.3,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,N#Cc1nc(NC2CCCCC2)c2ncn(C3CCCCC3)c2n1,CHEMBL252360,IC50,nM,8300.0,CHEMBL5832,IC50,uM,8.3,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CCCn1cnc2c(NC3CCCCC3)nc(C#N)nc21,CHEMBL402052,IC50,nM,8300.0,CHEMBL5832,IC50,uM,8.3,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CCC(C)CNc1nc(C#N)nc2c1ncn2Cc1ccccc1,CHEMBL252359,IC50,nM,5000.0,CHEMBL5832,IC50,uM,5.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,CHEMBL91704,IC50,nM,4000.0,CHEMBL5832,IC50,uM,4.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1cc(-c2ccccc2)no1,CHEMBL1078855,IC50,nM,40000.0,CHEMBL5832,IC50,uM,40.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)[C@@H]1CCCC[C@H]1C(=O)c1ccc(Cl)cc1,CHEMBL1079162,IC50,nM,16000.0,CHEMBL5832,IC50,uM,16.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,C[n+]1c2cc(Cl)ccc2c(NC2CCNCC2)c2[nH]c3cc(Cl)ccc3c21.[Cl-],CHEMBL1289050,IC50,nM,43000.0,CHEMBL5832,IC50,uM,43.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,C[n+]1c2cc(Cl)ccc2c(NC2CCNCC2)c2[nH]c3ccccc3c21.[Cl-],CHEMBL1289049,IC50,nM,59000.0,CHEMBL5832,IC50,uM,59.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CCN(CC)CCCNc1c2ccc(Cl)cc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],CHEMBL1290718,IC50,nM,64000.0,CHEMBL5832,IC50,uM,64.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,C[n+]1c2ccccc2c(Nc2cccnc2)c2[nH]c3ccccc3c21.[Cl-],CHEMBL1290717,IC50,nM,59000.0,CHEMBL5832,IC50,uM,59.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CCN(CC)Cc1ccc(Nc2c3ccccc3[n+](C)c3c2[nH]c2ccccc23)cc1O.[Cl-],CHEMBL1290599,IC50,nM,59000.0,CHEMBL5832,IC50,uM,59.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,C[n+]1c2ccccc2c(Nc2ccc(N3CCCCC3)cc2)c2[nH]c3ccccc3c21.[Cl-],CHEMBL1289828,IC50,nM,76000.0,CHEMBL5832,IC50,uM,76.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,C[n+]1c2ccccc2c(Nc2ccccc2)c2[nH]c3ccccc3c21.[Cl-],CHEMBL1290598,IC50,nM,99000.0,CHEMBL5832,IC50,uM,99.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,C[n+]1c2ccccc2c(NC2CCN(Cc3ccccc3O)CC2)c2[nH]c3ccccc3c21.[Cl-],CHEMBL1290489,IC50,nM,26000.0,CHEMBL5832,IC50,uM,26.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,C[n+]1c2ccccc2c(NC2CCN(Cc3ccccc3)CC2)c2[nH]c3ccccc3c21.[Cl-],CHEMBL1290488,IC50,nM,32000.0,CHEMBL5832,IC50,uM,32.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CC(C)CN1CCC(Nc2c3ccccc3[n+](C)c3c2[nH]c2ccccc23)CC1.[Cl-],CHEMBL1290380,IC50,nM,26000.0,CHEMBL5832,IC50,uM,26.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,C[n+]1c2ccccc2c(NC2CCNCC2)c2[nH]c3ccccc3c21.[Cl-],CHEMBL404321,IC50,nM,43000.0,CHEMBL5832,IC50,uM,43.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CCN(CC)CCCCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],CHEMBL1289827,IC50,nM,55000.0,CHEMBL5832,IC50,uM,55.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,C[n+]1c2ccccc2c(NCCCN2CCCCC2)c2[nH]c3ccccc3c21.[Cl-],CHEMBL404523,IC50,nM,60000.0,CHEMBL5832,IC50,uM,60.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
B,CC(C)NCCCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],CHEMBL253716,IC50,nM,62000.0,CHEMBL5832,IC50,uM,62.0,Cathepsin B-like cysteine protease,Trypanosoma brucei
