assay_type,canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,target_name,target_organism
F,COc1ccc(CN2C(=O)c3cccnc3C2Nc2cc(Cl)ccc2OC)cc1,CHEMBL1403664,IC50,nM,16084.0,CHEMBL4105928,IC50,uM,16.084,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,COCCCNC(=O)C1CCN(S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)CC1,CHEMBL3561222,IC50,nM,42395.0,CHEMBL4105928,IC50,uM,42.395,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,Cn1c(N=Nc2ccc(N3CCOCC3)cc2)[n+](C)c2ccccc21.O=S(=O)([O-])c1ccccc1,CHEMBL1479759,IC50,nM,34043.0,CHEMBL4105928,IC50,uM,34.043,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,Nc1ccc2nc3c(O)nc(S)nc3nc2c1,CHEMBL1429070,IC50,nM,2759.0,CHEMBL4105928,IC50,uM,2.759,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,Cc1n[nH]c(S/C(=C/c2ccc(-c3ccc(C(=O)O)cc3)o2)C(=O)O)n1,CHEMBL1500850,IC50,nM,77911.0,CHEMBL4105928,IC50,uM,77.911,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,COc1cc2c(cc1OC)C(c1ccc(-c3ccc(Cl)c(Cl)c3)o1)=NCC2,CHEMBL1369478,IC50,nM,35840.0,CHEMBL4105928,IC50,uM,35.84,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,Cc1n[nH]c(S/C(=C\c2ccc(-c3ccc(C(=O)O)c(Cl)c3)o2)C(=O)O)n1,CHEMBL1560833,IC50,nM,22931.0,CHEMBL4105928,IC50,uM,22.931,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,CCCSc1nnc(NC(=O)CSc2sc3c(O)cc(O)nc3c2C#N)s1,CHEMBL1480043,IC50,nM,50685.0,CHEMBL4105928,IC50,uM,50.685,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,COc1cc2c(cc1OC)-c1cc(NCc3ccccn3)nc(=O)n1CC2,CHEMBL1365833,IC50,nM,14741.0,CHEMBL4105928,IC50,uM,14.741,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,NC(=O)[C@H]1CC2(CC(c3cccc(NC(=O)[C@H]4CCC(=O)N4)c3)=NO2)CN1C(=O)c1ccccc1,CHEMBL1531443,IC50,nM,19678.0,CHEMBL4105928,IC50,uM,19.678,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,NS(=O)(=O)c1ccc(NC(=O)c2cccc(N3C(=O)c4ccccc4C3=O)c2)cc1,CHEMBL1602055,IC50,nM,30828.0,CHEMBL4105928,IC50,uM,30.828,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,Cc1nnc(N=c2ssnc2Cl)o1,CHEMBL1404277,IC50,nM,79000.0,CHEMBL4105928,IC50,uM,79.0,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,O=C(N/N=C/c1ccc(OC(=O)c2ccccc2Cl)cc1)c1cc(O)cc(O)c1,CHEMBL1978925,IC50,nM,41003.0,CHEMBL4105928,IC50,uM,41.003,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,Cc1nc2c(=O)n(C)c(=O)nc-2n(C)n1,CHEMBL601757,IC50,nM,410.76,CHEMBL4105928,IC50,uM,0.41076,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,N/C(=N\N=C/c1ccc(-c2ccc(O)c(C(=O)O)c2)o1)N[N+](=O)[O-],CHEMBL1981657,IC50,nM,21232.0,CHEMBL4105928,IC50,uM,21.232,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,Nc1c(C(=O)NC2CCCC2)c2nc3ccccc3nc2n1CC1CCCO1,CHEMBL1368302,IC50,nM,21149.0,CHEMBL4105928,IC50,uM,21.149,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,O=C(NC1(O)C(=O)c2ccccc2C1=O)c1ccccc1,CHEMBL1501990,IC50,nM,13678.0,CHEMBL4105928,IC50,uM,13.678,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,CCCCn1c(NC(=O)c2ccco2)c(C(=O)OCC)c2nc3ccccc3nc21,CHEMBL1463829,IC50,nM,21763.0,CHEMBL4105928,IC50,uM,21.763,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,CCC(C)NC(=O)C1CCN(S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)CC1,CHEMBL3560570,IC50,nM,19721.0,CHEMBL4105928,IC50,uM,19.721,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,O=c1cc(CN2CCc3ccccc32)nc2sccn12,CHEMBL1426865,IC50,nM,22862.0,CHEMBL4105928,IC50,uM,22.862,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,CCCc1nc2c(=O)n(C)c(=O)nc-2n(C)n1,CHEMBL1325945,IC50,nM,494.22,CHEMBL4105928,IC50,uM,0.49422,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,Cc1oc2c(c1C(=O)c1ccccc1)C(=O)C(=O)c1ccccc1-2,CHEMBL1470135,IC50,nM,10338.0,CHEMBL4105928,IC50,uM,10.338,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,O=C1C(=O)c2cccnc2-c2ncccc21,CHEMBL235504,IC50,nM,3510.0,CHEMBL4105928,IC50,uM,3.51,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,Cc1n[nH]c(=S)n(NC(=O)/C=C/C(=O)Nn2c(=S)[nH]nc(C)c2=O)c1=O,CHEMBL1381017,IC50,nM,63585.0,CHEMBL4105928,IC50,uM,63.585,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,N#Cc1c(SCC(=O)Nc2nccs2)sc2c(O)cc(O)nc12,CHEMBL1493010,IC50,nM,35544.0,CHEMBL4105928,IC50,uM,35.544,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,COC1=CC(=O)c2nc(Cl)ccc2C1=O,CHEMBL71466,IC50,nM,28287.0,CHEMBL4105928,IC50,uM,28.287,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,Cc1cc(O)c2c(c1)C(=O)[C@@]13C(=C(O)[C@H]4C(O)[C@@H]1[C@H]1C(O)[C@@H]3C(O)=C3C(=O)c5c(O)cc(C)cc5C(=O)[C@@]314)C2=O,CHEMBL3561922,IC50,nM,4099.0,CHEMBL4105928,IC50,uM,4.099,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,[S-]c1nnc(-c2ccc(Br)cc2)n1-c1ccccc1.[Zn+2],CHEMBL1568356,IC50,nM,20238.0,CHEMBL4105928,IC50,uM,20.238,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,Nc1ccc(-c2nc3cc(N)ccc3[nH]2)cc1,CHEMBL1489074,IC50,nM,46070.0,CHEMBL4105928,IC50,uM,46.07,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,O=C(NCCCO)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,CHEMBL1409603,IC50,nM,28395.0,CHEMBL4105928,IC50,uM,28.395,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,CCC(C)NC(=O)c1c(N)n(CCCOC)c2nc3ccccc3nc12,CHEMBL1417815,IC50,nM,15094.0,CHEMBL4105928,IC50,uM,15.094,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,C[C@@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,CHEMBL522983,IC50,nM,51381.0,CHEMBL4105928,IC50,uM,51.381,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,CC(C)c1c(Cl)c(O)c(-c2ccccc2)c(=O)n1-c1ccc(F)cc1,CHEMBL1581216,IC50,nM,61636.0,CHEMBL4105928,IC50,uM,61.636,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,O=C1NC(=O)C(=Cc2ccc(-c3ccc(F)cc3O)o2)C(=O)N1,CHEMBL1361023,IC50,nM,63776.0,CHEMBL4105928,IC50,uM,63.776,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,CCC(C)NC(=O)c1c(N)n(CC2CCCO2)c2nc3ccccc3nc12,CHEMBL1313554,IC50,nM,27719.0,CHEMBL4105928,IC50,uM,27.719,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,Nc1cc(S(=O)(=O)O)cc([N+](=O)[O-])c1O,CHEMBL1464200,IC50,nM,4989.0,CHEMBL4105928,IC50,uM,4.989,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
F,O=C(O)c1cc(N2C(=O)C=CC2=O)cc(N2C(=O)C=CC2=O)c1,CHEMBL1736648,IC50,nM,12331.0,CHEMBL4105928,IC50,uM,12.331,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei
B,COC(=O)c1ccc(OCCCCCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1O.[Br-],CHEMBL4215836,IC50,nM,15.0,CHEMBL4295594,IC50,uM,0.015,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,COC(=O)c1ccc(OCCCCCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1F.[Br-],CHEMBL4209637,IC50,nM,740.0,CHEMBL4295594,IC50,uM,0.74,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,COC(=O)c1cc(OCCCCCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)ccc1O.[Br-],CHEMBL4205799,IC50,nM,12.0,CHEMBL4295594,IC50,uM,0.012,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,COC(=O)c1c(C)cc(OCCCCCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1O.[Br-],CHEMBL4218963,IC50,nM,250.0,CHEMBL4295594,IC50,uM,0.25,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,Cc1cc(OCCCCCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc(O)c1C(=O)O.[Br-],CHEMBL4213740,IC50,nM,4.2,CHEMBL4295594,IC50,uM,0.0042,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,O=Cc1ccc(OCCCCCCCCCCCCC[n+]2cccc3ccccc32)cc1O,CHEMBL4216658,IC50,nM,1230.0,CHEMBL4295594,IC50,uM,1.23,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CC/C=C(\C)[C@@H]1CC(=O)C(C)(C)O1,CHEMBL133046,IC50,nM,2.0,CHEMBL4295594,IC50,uM,0.002,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,O=C(NO)c1ccccc1O,CHEMBL309339,IC50,nM,5930.0,CHEMBL4295594,IC50,uM,5.93,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,O=Cc1ccc(OCCCCCCCCCCCCCBr)cc1O,CHEMBL4204231,IC50,nM,73.0,CHEMBL4295594,IC50,uM,0.073,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,COc1cc(OCCCCCCCCCCCCCBr)cc(O)c1C=O,CHEMBL4209094,IC50,nM,2300.0,CHEMBL4295594,IC50,uM,2.3,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,C/C(=C\CO)CC/C=C(\C)CC/C=C(\C)COc1cc(C)c(C(=O)O)c(O)c1,CHEMBL4216944,IC50,nM,3.1,CHEMBL4295594,IC50,uM,0.0031,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,C/C(=C\CO)CC/C=C(\C)COc1ccc(C(=O)O)c(O)c1,CHEMBL4215825,IC50,nM,2100.0,CHEMBL4295594,IC50,uM,2.1,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,C/C(=C\CO)CC/C=C(\C)COc1ccc(C(=O)O)c(F)c1,CHEMBL4210869,IC50,nM,1100.0,CHEMBL4295594,IC50,uM,1.1,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,C/C(=C\CO)CC/C=C(\C)COc1ccc(C(=O)O)c(C)c1,CHEMBL4203618,IC50,nM,920.0,CHEMBL4295594,IC50,uM,0.92,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,C/C(=C\CO)CC/C=C(\C)COc1ccc(C(=O)O)cc1,CHEMBL4215285,IC50,nM,2400.0,CHEMBL4295594,IC50,uM,2.4,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,COC(=O)c1ccc(OC/C(C)=C/CC/C(C)=C/CO)cc1C,CHEMBL4218759,IC50,nM,1690.0,CHEMBL4295594,IC50,uM,1.69,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(=O)OC/C=C(\C)CC/C=C(\C)COC(=O)c1ccc(O)cc1O,CHEMBL4203629,IC50,nM,9.1,CHEMBL4295594,IC50,nM,9.1,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(C)=CCOc1ccc(C(=O)O)c(O)c1,CHEMBL4206503,Ki,nM,5000.0,CHEMBL4295594,Ki,uM,5.0,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(C)=CCC/C(C)=C/COc1cc(O)c(Cl)c(C)c1C=O,CHEMBL4292398,IC50,nM,251.19,CHEMBL4295594,pIC50,,6.6,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(C)=CCC/C(C)=C/COc1cc(O)c(C=O)c(C)c1Cl,CHEMBL4292788,IC50,nM,1000.0,CHEMBL4295594,pIC50,,6.0,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,COc1c(Cl)c(C)c(C=O)c(OC)c1C/C=C(\C)CCC=C(C)C,CHEMBL4282186,IC50,nM,125.89,CHEMBL4295594,pIC50,,6.9,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(C)=CCC/C(C)=C/Cc1c(O)c(Cl)cc(/C=N/O)c1O,CHEMBL4277669,IC50,nM,794.33,CHEMBL4295594,pIC50,,6.1,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(C)=CCC/C(C)=C/Cc1c(O)c(Cl)cc(C#N)c1O,CHEMBL4292960,IC50,nM,25.12,CHEMBL4295594,pIC50,,7.6,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(=O)Oc1c(Cl)c(C)c(C)c(O)c1C/C=C(\C)CCC=C(C)C,CHEMBL4283459,IC50,nM,1995.26,CHEMBL4295594,pIC50,,5.7,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(C)=CCC/C(C)=C/Cc1c(O)c(Cl)c(C)c(C#N)c1O,CHEMBL4291644,IC50,nM,3.981,CHEMBL4295594,pIC50,,8.4,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)c(C=O)c1O,CHEMBL4278723,IC50,nM,3162.28,CHEMBL4295594,pIC50,,5.5,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(C)=CCC/C(C)=C/Cc1cc(Cl)cc(C=O)c1O,CHEMBL4289387,IC50,nM,3981.07,CHEMBL4295594,pIC50,,5.4,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(=O)Oc1ccc(C=O)c(O)c1C/C=C(\C)CCC=C(C)C,CHEMBL4293869,IC50,nM,3162.28,CHEMBL4295594,pIC50,,5.5,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(C)=CCC/C(C)=C/Cc1c(O)ccc(C=O)c1O,CHEMBL4285973,IC50,nM,3981.07,CHEMBL4295594,pIC50,,5.4,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(=O)Oc1cc(C)c(C=O)c(O)c1C/C=C(\C)CCC=C(C)C,CHEMBL4285614,IC50,nM,3981.07,CHEMBL4295594,pIC50,,5.4,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(C)=CCC/C(C)=C/Cc1c(O)cc(C)c(C=O)c1O,CHEMBL4277675,IC50,nM,3162.28,CHEMBL4295594,pIC50,,5.5,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(=O)Oc1c(Cl)cc(C=O)c(O)c1C/C=C(\C)CCC=C(C)C,CHEMBL4282192,IC50,nM,501.19,CHEMBL4295594,pIC50,,6.3,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(C)=CCC/C(C)=C/Cc1c(O)c(Cl)cc(C=O)c1O,CHEMBL4280758,IC50,nM,100.0,CHEMBL4295594,pIC50,,7.0,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(=O)Oc1c(Cl)c(C)c(C=O)c(O)c1C/C=C(\C)CCC=C(C)C,CHEMBL4283939,IC50,nM,316.23,CHEMBL4295594,pIC50,,6.5,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(C)=CCC/C(C)=C/Cc1c(O)c(Cl)c(C)c(C=O)c1O,CHEMBL4294528,IC50,nM,3.981,CHEMBL4295594,pIC50,,8.4,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CC(C)=CCC/C(C)=C/Cc1c(O)c(Cl)c(C)c(C=O)c1O,CHEMBL4294528,IC50,nM,2.0,CHEMBL4295594,IC50,nM,2.0,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CC/C=C(\C)[C@@H]1CC(=O)C(C)(C)O1,CHEMBL133046,Ki,nM,0.13,CHEMBL4295594,Ki,nM,0.13,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,Cc1cc(O)cc(O)c1C(=O)OCCCCCCCCCCCCCC[n+]1ccc(/C=C/c2cc3c4c(c2O)CCCN4CCC3)cc1.[Br-],CHEMBL4846979,IC50,nM,360.0,CHEMBL4295594,IC50,uM,0.36,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,CCOC(=O)c1cc(C)c(C(=O)OCCCCCCCCCCCCCC[n+]2ccc(/C=C/c3cc4c5c(c3O)CCCN5CCC4)cc2)c(O)c1.[Br-],CHEMBL4879019,IC50,nM,1.6,CHEMBL4295594,IC50,uM,0.0016,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,Cc1cc(O)cc(OCCCCCCCCCCCCCC[n+]2ccc(/C=C/c3cc4c5c(c3O)CCCN5CCC4)cc2)c1.[Br-],CHEMBL4857072,IC50,nM,145.0,CHEMBL4295594,IC50,uM,0.145,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,COC(=O)c1c(C)cc(OCCCCCCCCCCCCCC[n+]2ccc(/C=C/c3cc4c5c(c3O)CCCN5CCC4)cc2)cc1O.[Br-],CHEMBL4872515,IC50,nM,42.0,CHEMBL4295594,IC50,uM,0.042,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,Cc1c(Cl)c(O)cc(O)c1C(=O)OCCCCCCCCCCCCCCBr,CHEMBL4857860,IC50,nM,750.0,CHEMBL4295594,IC50,uM,0.75,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,Cc1cc[n+](CCCCCCCCCCCCCCOC(=O)c2c(C)c(Cl)c(O)c(Cl)c2O)cc1.[Br-],CHEMBL4846471,IC50,nM,910.0,CHEMBL4295594,IC50,uM,0.91,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,Cc1cc[n+](CCCCCCCCCCCCCCOC(=O)c2c(O)cc(O)c(Cl)c2C)cc1.[Br-],CHEMBL4878802,IC50,nM,720.0,CHEMBL4295594,IC50,uM,0.72,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,Cc1cc[n+](CCCCCCCCCCCCCCOc2cc(C)c(C(=O)O)c(O)c2)cc1.[Br-],CHEMBL4846671,IC50,nM,1800.0,CHEMBL4295594,IC50,uM,1.8,"Alternative oxidase, mitochondrial",Trypanosoma brucei brucei
B,O=C1C(=O)N(C(=O)OCc2ccccc2)c2ccccc21,CHEMBL119515,IC50,nM,30000.0,CHEMBL4188,IC50,uM,30.0,Rhodesain,Trypanosoma brucei rhodesiense
B,O=C1C(=O)N(S(=O)(=O)c2ccccc2)c2ccccc21,CHEMBL119828,IC50,nM,15000.0,CHEMBL4188,IC50,uM,15.0,Rhodesain,Trypanosoma brucei rhodesiense
B,Cc1ccc2[nH]c(O)c(/N=N/C(=N)S)c2c1,CHEMBL119345,IC50,nM,15000.0,CHEMBL4188,IC50,uM,15.0,Rhodesain,Trypanosoma brucei rhodesiense
B,NC(=S)/N=N/c1c(O)[nH]c2ccc([N+](=O)[O-])cc12,CHEMBL120254,IC50,nM,17000.0,CHEMBL4188,IC50,uM,17.0,Rhodesain,Trypanosoma brucei rhodesiense
B,Cc1cc(C)c2[nH]c(O)c(/N=N/C(=N)S)c2c1,CHEMBL118210,IC50,nM,15000.0,CHEMBL4188,IC50,uM,15.0,Rhodesain,Trypanosoma brucei rhodesiense
B,NC(=S)/N=N/c1c(O)[nH]c2ccc(Cl)cc12,CHEMBL119213,IC50,nM,6000.0,CHEMBL4188,IC50,uM,6.0,Rhodesain,Trypanosoma brucei rhodesiense
B,Cc1cc(Cl)cc2c(/N=N/C(=N)S)c(O)[nH]c12,CHEMBL118355,IC50,nM,3000.0,CHEMBL4188,IC50,uM,3.0,Rhodesain,Trypanosoma brucei rhodesiense
B,NC(=S)/N=N/c1c(O)[nH]c2ccc(Br)cc12,CHEMBL418861,IC50,nM,7000.0,CHEMBL4188,IC50,uM,7.0,Rhodesain,Trypanosoma brucei rhodesiense
B,O=C1C(=O)N(C(=O)c2ccccc2)c2ccccc21,CHEMBL118830,IC50,nM,100000.0,CHEMBL4188,IC50,uM,100.0,Rhodesain,Trypanosoma brucei rhodesiense
B,NC(=S)/N=N/c1c(O)[nH]c2ccccc12,CHEMBL333137,IC50,nM,3500.0,CHEMBL4188,IC50,uM,3.5,Rhodesain,Trypanosoma brucei rhodesiense
B,NC(=S)/N=N/c1c(O)[nH]c2ccc(I)cc12,CHEMBL119370,IC50,nM,1000.0,CHEMBL4188,IC50,uM,1.0,Rhodesain,Trypanosoma brucei rhodesiense
B,NC(=S)/N=N/c1c(O)[nH]c2ccc(F)cc12,CHEMBL119756,IC50,nM,15000.0,CHEMBL4188,IC50,uM,15.0,Rhodesain,Trypanosoma brucei rhodesiense
B,C/C(=N\N=C(/S)N1CCN(C)CC1)c1cccc(Br)c1,CHEMBL326220,IC50,nM,4000.0,CHEMBL4188,IC50,uM,4.0,Rhodesain,Trypanosoma brucei rhodesiense
B,C/C(=N\N=C(\N)S)c1cccc(-c2ccccc2)c1,CHEMBL108035,IC50,nM,1100.0,CHEMBL4188,IC50,uM,1.1,Rhodesain,Trypanosoma brucei rhodesiense
B,C/C(=N\N=C(\N)S)c1cccc(Oc2ccccc2)c1,CHEMBL108865,IC50,nM,550.0,CHEMBL4188,IC50,uM,0.55,Rhodesain,Trypanosoma brucei rhodesiense
B,C/C(=N\N=C(\N)S)c1ccc(Oc2ccccc2)cc1,CHEMBL109893,IC50,nM,8000.0,CHEMBL4188,IC50,uM,8.0,Rhodesain,Trypanosoma brucei rhodesiense
B,C/C(=N\N=C(/S)N1CCCCC1)c1cccc(Br)c1,CHEMBL108700,IC50,nM,4000.0,CHEMBL4188,IC50,uM,4.0,Rhodesain,Trypanosoma brucei rhodesiense
B,C/C(=N\N=C(\N)S)c1ccc(Nc2ccccc2)cc1,CHEMBL107612,IC50,nM,18000.0,CHEMBL4188,IC50,uM,18.0,Rhodesain,Trypanosoma brucei rhodesiense
B,C/C(=N\N=C(\N)S)c1ccc(-c2ccccc2)cc1,CHEMBL323975,IC50,nM,90.0,CHEMBL4188,IC50,uM,0.09,Rhodesain,Trypanosoma brucei rhodesiense
B,C/C(=N\N=C(\N)S)c1cccc(Br)c1,CHEMBL88734,IC50,nM,50.0,CHEMBL4188,IC50,uM,0.05,Rhodesain,Trypanosoma brucei rhodesiense
B,C/C(=N/N=C(/N)S)c1cccc(/C(C)=N/N=C(/N)S)c1,CHEMBL108101,IC50,nM,330.0,CHEMBL4188,IC50,uM,0.33,Rhodesain,Trypanosoma brucei rhodesiense
B,CCN(CC)/C(S)=N/N=C(\C)c1cccc(Br)c1,CHEMBL109619,IC50,nM,1800.0,CHEMBL4188,IC50,uM,1.8,Rhodesain,Trypanosoma brucei rhodesiense
B,C/C(=N\N=C(\N)S)c1cccc(Nc2ccccc2)c1,CHEMBL111632,IC50,nM,800.0,CHEMBL4188,IC50,uM,0.8,Rhodesain,Trypanosoma brucei rhodesiense
B,CC/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1,CHEMBL92099,IC50,nM,110.0,CHEMBL4188,IC50,nM,110.0,Rhodesain,Trypanosoma brucei rhodesiense
B,CCCC/C(=N\NC(N)=S)c1ccc(Cl)c(Cl)c1,CHEMBL181504,IC50,nM,60.0,CHEMBL4188,IC50,nM,60.0,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)(C)/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1,CHEMBL367811,IC50,nM,3330.0,CHEMBL4188,IC50,nM,3330.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N/C(S)=N/N=C(/c1ccc(Cl)c(Cl)c1)C1CCCCC1,CHEMBL181902,IC50,nM,1100.0,CHEMBL4188,IC50,nM,1100.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N/C(S)=N/N=C(\C=C\c1ccccc1)c1ccc(Cl)c(Cl)c1,CHEMBL181752,IC50,nM,38.0,CHEMBL4188,IC50,nM,38.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N/C(S)=N/N=C(\Cc1ccccc1)c1ccc(Cl)c(Cl)c1,CHEMBL183767,IC50,nM,80.0,CHEMBL4188,IC50,nM,80.0,Rhodesain,Trypanosoma brucei rhodesiense
B,Cc1ccc(/C(=N\N=C(\N)S)c2ccc(Cl)c(Cl)c2)cc1,CHEMBL182795,IC50,nM,38.0,CHEMBL4188,IC50,nM,38.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N/C(S)=N/N=C(/c1ccc(Cl)c(Cl)c1)C1CC1c1ccccc1,CHEMBL183396,IC50,nM,60.0,CHEMBL4188,IC50,nM,60.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N/C(S)=N/N=C(\COc1ccccc1)c1ccc(Cl)c(Cl)c1,CHEMBL182790,IC50,nM,70.0,CHEMBL4188,IC50,nM,70.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N/C(S)=N/N=C(\CCc1ccccc1)c1ccc(Cl)c(Cl)c1,CHEMBL183005,IC50,nM,90.0,CHEMBL4188,IC50,nM,90.0,Rhodesain,Trypanosoma brucei rhodesiense
B,CC/C(=N\N=C(\N)S)c1cccc(Br)c1,CHEMBL313679,IC50,nM,230.0,CHEMBL4188,IC50,nM,230.0,Rhodesain,Trypanosoma brucei rhodesiense
